tile,total_rooftops,rooftops_without_solar,square_meters_with_solar_m2,square_meters_without_solar_m2,panel_area_m2,tile_centroid_lat,tile_centroid_lon,district_name,district_number,year,match_type,distance_to_district_m
tile_r0_c0,7,5,529.887,848.126,101.361,48.111706,11.444507,Hadern,20,2012,nearest,1392.6144607447957
tile_r0_c1,9,9,0.0,2698.412,0.0,48.114705,11.444507,Hadern,20,2012,nearest,1400.3337933497785
tile_r0_c10,90,80,3339.949,20017.357,201.642,48.141687,11.444507,Pasing-Obermenzing,21,2012,exact,0.0
tile_r0_c11,97,90,2715.933,20610.471,343.005,48.144684,11.444507,Pasing-Obermenzing,21,2012,exact,0.0
tile_r0_c12,42,39,5222.084,10779.802,75.094,48.147681,11.444507,Pasing-Obermenzing,21,2012,exact,0.0
tile_r0_c13,58,53,12327.392,12526.318,5439.44,48.150678,11.444507,Aubing-Lochhausen-Langwied,22,2012,exact,0.0
tile_r0_c14,9,8,133.166,1492.531,61.379,48.153674,11.444507,Aubing-Lochhausen-Langwied,22,2012,exact,0.0
tile_r0_c15,92,88,1538.376,10255.204,52.876,48.156671,11.444507,Pasing-Obermenzing,21,2012,exact,0.0
tile_r0_c16,73,69,4222.511,24245.361,219.554,48.159667,11.444507,Pasing-Obermenzing,21,2012,exact,0.0
tile_r0_c17,121,111,2445.439,22065.05,110.292,48.162663,11.444507,Pasing-Obermenzing,21,2012,exact,0.0
tile_r0_c18,5,5,0.0,1245.374,0.0,48.165659,11.444507,Pasing-Obermenzing,21,2012,exact,0.0
tile_r0_c19,3,1,400.323,27.699,28.973,48.168655,11.444507,Pasing-Obermenzing,21,2012,exact,0.0
tile_r0_c2,34,28,9655.453,11358.03,725.744,48.117704,11.444507,Hadern,20,2012,nearest,1450.62625325846
tile_r0_c20,0,0,0.0,0.0,0.0,48.17165,11.444507,Pasing-Obermenzing,21,2012,exact,0.0
tile_r0_c21,9,7,979.525,1006.484,294.43,48.174646,11.444507,Pasing-Obermenzing,21,2012,exact,0.0
tile_r0_c22,25,21,3725.052,3834.306,727.906,48.177641,11.444507,Allach-Untermenzing,23,2012,exact,0.0
tile_r0_c23,134,120,4679.587,22184.968,431.214,48.180636,11.444507,Allach-Untermenzing,23,2012,exact,0.0
tile_r0_c24,145,135,2497.654,20463.736,218.179,48.183631,11.444507,Allach-Untermenzing,23,2012,exact,0.0
tile_r0_c25,51,47,523.808,5374.991,62.785,48.186625,11.444507,Allach-Untermenzing,23,2012,exact,0.0
tile_r0_c26,0,0,0.0,0.0,0.0,48.188242,11.444507,Allach-Untermenzing,23,2012,exact,0.0
tile_r0_c3,21,18,2002.778,5689.345,653.804,48.120702,11.444507,Pasing-Obermenzing,21,2012,nearest,1192.2595372340732
tile_r0_c4,41,34,3311.443,10416.186,235.165,48.123701,11.444507,Pasing-Obermenzing,21,2012,nearest,870.6027688186077
tile_r0_c5,69,63,1596.87,10688.444,56.34,48.126699,11.444507,Pasing-Obermenzing,21,2012,nearest,562.9644687131996
tile_r0_c6,0,0,0.0,0.0,0.0,48.129697,11.444507,Pasing-Obermenzing,21,2012,nearest,313.3117280951492
tile_r0_c7,1,0,78.645,0.0,4.889,48.132695,11.444507,Pasing-Obermenzing,21,2012,nearest,152.20417517343745
tile_r0_c8,153,147,1432.444,21998.216,80.228,48.135692,11.444507,Pasing-Obermenzing,21,2012,exact,0.0
tile_r0_c9,112,104,3596.981,23449.44,91.693,48.13869,11.444507,Pasing-Obermenzing,21,2012,exact,0.0
tile_r10_c0,132,124,1639.165,20197.493,98.705,48.111706,11.489423,Hadern,20,2012,exact,0.0
tile_r10_c1,128,116,3191.89,17877.586,234.076,48.114705,11.489423,Hadern,20,2012,exact,0.0
tile_r10_c10,76,67,10183.325,19758.352,344.324,48.141687,11.489423,Laim,25,2012,exact,0.0
tile_r10_c11,37,31,10232.013,11442.452,431.39,48.144684,11.489423,Laim,25,2012,exact,0.0
tile_r10_c12,68,67,43.016,2545.185,1.381,48.147681,11.489423,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r10_c13,0,0,0.0,0.0,0.0,48.150678,11.489423,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r10_c14,0,0,0.0,0.0,0.0,48.153674,11.489423,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r10_c15,0,0,0.0,0.0,0.0,48.156671,11.489423,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r10_c16,0,0,0.0,0.0,0.0,48.159667,11.489423,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r10_c17,17,15,613.231,3258.731,83.647,48.162663,11.489423,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r10_c18,63,56,2118.672,13616.395,95.739,48.165659,11.489423,Pasing-Obermenzing,21,2012,exact,0.0
tile_r10_c19,39,31,1467.443,5131.098,546.355,48.168655,11.489423,Pasing-Obermenzing,21,2012,exact,0.0
tile_r10_c2,61,53,7802.275,20379.286,273.711,48.117704,11.489423,Hadern,20,2012,exact,0.0
tile_r10_c20,36,33,650.172,4151.891,63.245,48.17165,11.489423,Pasing-Obermenzing,21,2012,exact,0.0
tile_r10_c21,54,49,1776.459,6670.804,81.168,48.174646,11.489423,Moosach,10,2012,exact,0.0
tile_r10_c22,96,89,1285.19,13686.877,105.03,48.177641,11.489423,Moosach,10,2012,exact,0.0
tile_r10_c23,111,104,3402.414,19747.226,154.558,48.180636,11.489423,Allach-Untermenzing,23,2012,exact,0.0
tile_r10_c24,119,111,2121.423,22083.669,154.008,48.183631,11.489423,Allach-Untermenzing,23,2012,exact,0.0
tile_r10_c25,126,121,648.208,7097.693,81.344,48.186625,11.489423,Allach-Untermenzing,23,2012,exact,0.0
tile_r10_c26,0,0,0.0,0.0,0.0,48.188242,11.489423,Allach-Untermenzing,23,2012,exact,0.0
tile_r10_c3,28,19,14477.857,8008.516,1855.604,48.120702,11.489423,Hadern,20,2012,exact,0.0
tile_r10_c4,34,31,13351.088,10581.174,788.954,48.123701,11.489423,Hadern,20,2012,exact,0.0
tile_r10_c5,96,86,3789.356,22178.859,308.16,48.126699,11.489423,Hadern,20,2012,exact,0.0
tile_r10_c6,118,111,1459.452,22755.039,154.013,48.129697,11.489423,Hadern,20,2012,exact,0.0
tile_r10_c7,139,132,1426.848,18983.951,146.128,48.132695,11.489423,Laim,25,2012,exact,0.0
tile_r10_c8,122,112,3180.894,23344.798,57.595,48.135692,11.489423,Laim,25,2012,exact,0.0
tile_r10_c9,121,108,3254.59,23168.063,383.566,48.13869,11.489423,Laim,25,2012,exact,0.0
tile_r11_c0,74,68,1366.434,11912.299,74.879,48.111706,11.493914,Hadern,20,2012,exact,0.0
tile_r11_c1,109,100,1800.183,20720.227,165.161,48.114705,11.493914,Hadern,20,2012,exact,0.0
tile_r11_c10,52,40,10785.966,15450.162,226.712,48.141687,11.493914,Laim,25,2012,exact,0.0
tile_r11_c11,27,21,13214.359,7045.817,1071.835,48.144684,11.493914,Laim,25,2012,exact,0.0
tile_r11_c12,65,64,679.575,2493.377,467.991,48.147681,11.493914,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r11_c13,0,0,0.0,0.0,0.0,48.150678,11.493914,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r11_c14,2,2,0.0,568.321,0.0,48.153674,11.493914,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r11_c15,0,0,0.0,0.0,0.0,48.156671,11.493914,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r11_c16,3,3,0.0,274.435,0.0,48.159667,11.493914,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r11_c17,1,1,0.0,122.183,0.0,48.162663,11.493914,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r11_c18,2,2,0.0,313.653,0.0,48.165659,11.493914,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r11_c19,8,7,253.642,2636.73,1.698,48.168655,11.493914,Moosach,10,2012,exact,0.0
tile_r11_c2,44,33,17291.813,8459.555,781.573,48.117704,11.493914,Hadern,20,2012,exact,0.0
tile_r11_c20,12,12,0.0,2213.382,0.0,48.17165,11.493914,Moosach,10,2012,exact,0.0
tile_r11_c21,19,18,285.102,2251.506,9.337,48.174646,11.493914,Moosach,10,2012,exact,0.0
tile_r11_c22,75,68,1640.898,9826.721,249.949,48.177641,11.493914,Moosach,10,2012,exact,0.0
tile_r11_c23,35,33,603.473,19597.426,123.791,48.180636,11.493914,Moosach,10,2012,exact,0.0
tile_r11_c24,47,41,3622.897,15937.488,405.916,48.183631,11.493914,Moosach,10,2012,exact,0.0
tile_r11_c25,95,90,1357.623,5357.928,117.083,48.186625,11.493914,Moosach,10,2012,exact,0.0
tile_r11_c26,0,0,0.0,0.0,0.0,48.188242,11.493914,Moosach,10,2012,exact,0.0
tile_r11_c3,30,22,9316.831,7834.643,1281.342,48.120702,11.493914,Hadern,20,2012,exact,0.0
tile_r11_c4,61,56,2718.114,12519.401,305.759,48.123701,11.493914,Hadern,20,2012,exact,0.0
tile_r11_c5,44,35,6992.806,13363.251,166.677,48.126699,11.493914,Hadern,20,2012,exact,0.0
tile_r11_c6,93,83,5137.395,22981.755,622.96,48.129697,11.493914,Laim,25,2012,exact,0.0
tile_r11_c7,134,128,3416.558,22038.083,139.755,48.132695,11.493914,Laim,25,2012,exact,0.0
tile_r11_c8,68,66,666.605,18983.863,367.359,48.135692,11.493914,Laim,25,2012,exact,0.0
tile_r11_c9,90,82,1887.764,21920.662,170.85,48.13869,11.493914,Laim,25,2012,exact,0.0
tile_r12_c0,38,35,791.113,7351.955,110.296,48.111706,11.498406,Hadern,20,2012,exact,0.0
tile_r12_c1,141,132,1660.852,21212.365,229.288,48.114705,11.498406,Hadern,20,2012,exact,0.0
tile_r12_c10,82,68,8160.382,19642.171,249.449,48.141687,11.498406,Laim,25,2012,exact,0.0
tile_r12_c11,11,6,15616.009,3409.095,895.816,48.144684,11.498406,Laim,25,2012,exact,0.0
tile_r12_c12,12,6,8546.978,1557.239,2810.49,48.147681,11.498406,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r12_c13,24,21,903.876,4766.42,66.801,48.150678,11.498406,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r12_c14,22,18,684.084,2935.0,78.9,48.153674,11.498406,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r12_c15,8,7,321.833,986.5,3.398,48.156671,11.498406,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r12_c16,11,10,81.003,3365.73,4.99,48.159667,11.498406,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r12_c17,10,7,741.585,583.625,105.303,48.162663,11.498406,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r12_c18,17,9,4065.238,2246.296,213.661,48.165659,11.498406,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r12_c19,110,109,34.067,6523.681,1.804,48.168655,11.498406,Moosach,10,2012,exact,0.0
tile_r12_c2,125,110,5074.13,18603.569,208.206,48.117704,11.498406,Hadern,20,2012,exact,0.0
tile_r12_c20,135,132,1774.069,5346.168,22.284,48.17165,11.498406,Moosach,10,2012,exact,0.0
tile_r12_c21,71,68,2876.731,6516.551,484.901,48.174646,11.498406,Moosach,10,2012,exact,0.0
tile_r12_c22,19,16,13583.345,10372.653,554.117,48.177641,11.498406,Moosach,10,2012,exact,0.0
tile_r12_c23,93,89,1307.309,21053.814,49.857,48.180636,11.498406,Moosach,10,2012,exact,0.0
tile_r12_c24,150,140,2354.763,24394.057,308.548,48.183631,11.498406,Moosach,10,2012,exact,0.0
tile_r12_c25,71,66,1777.549,17441.29,151.656,48.186625,11.498406,Moosach,10,2012,exact,0.0
tile_r12_c26,0,0,0.0,0.0,0.0,48.188242,11.498406,Moosach,10,2012,exact,0.0
tile_r12_c3,92,84,3382.848,21044.083,145.559,48.120702,11.498406,Hadern,20,2012,exact,0.0
tile_r12_c4,112,105,2091.384,18189.537,87.176,48.123701,11.498406,Hadern,20,2012,exact,0.0
tile_r12_c5,48,43,2934.55,18666.542,455.185,48.126699,11.498406,Laim,25,2012,exact,0.0
tile_r12_c6,83,74,6902.53,22042.796,1494.326,48.129697,11.498406,Laim,25,2012,exact,0.0
tile_r12_c7,73,62,5036.948,28403.957,233.594,48.132695,11.498406,Laim,25,2012,exact,0.0
tile_r12_c8,60,57,2346.384,14169.189,104.565,48.135692,11.498406,Laim,25,2012,exact,0.0
tile_r12_c9,66,59,2923.712,17299.414,364.123,48.13869,11.498406,Laim,25,2012,exact,0.0
tile_r13_c0,79,74,4567.639,17187.396,47.863,48.111706,11.502897,Sendling-Westpark,7,2012,exact,0.0
tile_r13_c1,121,113,2547.1,25900.163,219.616,48.114705,11.502897,Sendling-Westpark,7,2012,exact,0.0
tile_r13_c10,65,51,11310.626,16961.184,948.391,48.141687,11.502897,Laim,25,2012,exact,0.0
tile_r13_c11,15,11,9451.828,4910.682,942.993,48.144684,11.502897,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r13_c12,54,34,12863.871,13256.794,825.391,48.147681,11.502897,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r13_c13,84,79,1318.618,23912.567,117.248,48.150678,11.502897,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r13_c14,89,83,2265.045,19674.679,113.623,48.153674,11.502897,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r13_c15,15,14,4466.424,3447.461,6.902,48.156671,11.502897,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r13_c16,13,10,1201.495,10067.217,112.536,48.159667,11.502897,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r13_c17,28,25,986.355,11184.332,75.048,48.162663,11.502897,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r13_c18,33,26,10852.767,15067.075,976.603,48.165659,11.502897,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r13_c19,34,32,711.153,2737.191,7.641,48.168655,11.502897,Moosach,10,2012,exact,0.0
tile_r13_c2,91,86,1954.416,17438.236,155.252,48.117704,11.502897,Sendling-Westpark,7,2012,exact,0.0
tile_r13_c20,55,52,2419.199,15197.045,55.287,48.17165,11.502897,Moosach,10,2012,exact,0.0
tile_r13_c21,37,32,12860.896,10511.857,932.451,48.174646,11.502897,Moosach,10,2012,exact,0.0
tile_r13_c22,26,19,19619.177,8849.06,824.741,48.177641,11.502897,Moosach,10,2012,exact,0.0
tile_r13_c23,90,80,22292.545,20726.588,1857.368,48.180636,11.502897,Moosach,10,2012,exact,0.0
tile_r13_c24,115,106,3089.851,22405.817,135.978,48.183631,11.502897,Moosach,10,2012,exact,0.0
tile_r13_c25,82,77,3630.034,24586.714,756.786,48.186625,11.502897,Moosach,10,2012,exact,0.0
tile_r13_c26,0,0,0.0,0.0,0.0,48.188242,11.502897,Moosach,10,2012,exact,0.0
tile_r13_c3,91,80,4551.352,19255.267,986.366,48.120702,11.502897,Sendling-Westpark,7,2012,exact,0.0
tile_r13_c4,63,57,5408.0,11990.327,358.172,48.123701,11.502897,Sendling-Westpark,7,2012,exact,0.0
tile_r13_c5,56,53,2400.178,14908.243,145.633,48.126699,11.502897,Laim,25,2012,exact,0.0
tile_r13_c6,101,95,2551.967,22500.877,33.056,48.129697,11.502897,Laim,25,2012,exact,0.0
tile_r13_c7,112,109,1582.848,29375.907,164.622,48.132695,11.502897,Laim,25,2012,exact,0.0
tile_r13_c8,83,78,7205.254,25782.975,107.115,48.135692,11.502897,Laim,25,2012,exact,0.0
tile_r13_c9,64,56,8430.238,24623.345,378.149,48.13869,11.502897,Laim,25,2012,exact,0.0
tile_r14_c0,97,91,1078.626,20992.832,84.345,48.111706,11.507389,Sendling-Westpark,7,2012,exact,0.0
tile_r14_c1,125,116,1895.068,19381.204,177.18,48.114705,11.507389,Sendling-Westpark,7,2012,exact,0.0
tile_r14_c10,54,44,12826.711,13610.902,1341.898,48.141687,11.507389,Laim,25,2012,exact,0.0
tile_r14_c11,11,9,1921.008,3201.619,125.666,48.144684,11.507389,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r14_c12,34,29,2790.054,14165.214,58.525,48.147681,11.507389,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r14_c13,90,80,5720.432,24722.259,197.853,48.150678,11.507389,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r14_c14,77,68,7359.595,29764.28,311.03,48.153674,11.507389,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r14_c15,26,23,3306.501,16054.968,59.991,48.156671,11.507389,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r14_c16,28,25,1115.788,8156.669,203.306,48.159667,11.507389,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r14_c17,76,70,2208.706,17784.157,254.871,48.162663,11.507389,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r14_c18,33,27,15775.069,7956.591,125.033,48.165659,11.507389,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r14_c19,5,3,5655.843,910.89,217.138,48.168655,11.507389,Moosach,10,2012,exact,0.0
tile_r14_c2,104,92,3702.985,21849.0,226.074,48.117704,11.507389,Sendling-Westpark,7,2012,exact,0.0
tile_r14_c20,75,69,2673.453,14438.881,137.525,48.17165,11.507389,Moosach,10,2012,exact,0.0
tile_r14_c21,111,103,2320.471,21595.594,134.433,48.174646,11.507389,Moosach,10,2012,exact,0.0
tile_r14_c22,66,56,5667.301,19347.939,897.428,48.177641,11.507389,Moosach,10,2012,exact,0.0
tile_r14_c23,63,58,3705.847,18830.193,129.733,48.180636,11.507389,Moosach,10,2012,exact,0.0
tile_r14_c24,91,86,3413.763,22467.479,247.241,48.183631,11.507389,Moosach,10,2012,exact,0.0
tile_r14_c25,86,76,4997.329,17431.108,157.065,48.186625,11.507389,Moosach,10,2012,exact,0.0
tile_r14_c26,0,0,0.0,0.0,0.0,48.188242,11.507389,Moosach,10,2012,exact,0.0
tile_r14_c3,37,32,2961.414,10299.037,545.882,48.120702,11.507389,Sendling-Westpark,7,2012,exact,0.0
tile_r14_c4,10,8,4804.044,9284.933,514.881,48.123701,11.507389,Sendling-Westpark,7,2012,exact,0.0
tile_r14_c5,29,25,2524.324,9629.21,532.248,48.126699,11.507389,Laim,25,2012,exact,0.0
tile_r14_c6,104,99,1231.336,22371.14,79.503,48.129697,11.507389,Laim,25,2012,exact,0.0
tile_r14_c7,112,105,1016.419,25551.688,69.716,48.132695,11.507389,Laim,25,2012,exact,0.0
tile_r14_c8,94,82,4327.902,17899.357,386.373,48.135692,11.507389,Laim,25,2012,exact,0.0
tile_r14_c9,104,95,5094.666,19545.431,283.27,48.13869,11.507389,Laim,25,2012,exact,0.0
tile_r15_c0,111,104,1808.584,19827.964,103.703,48.111706,11.51188,Sendling-Westpark,7,2012,exact,0.0
tile_r15_c1,131,125,2488.205,22565.083,124.324,48.114705,11.51188,Sendling-Westpark,7,2012,exact,0.0
tile_r15_c10,35,28,6190.854,17172.5,1149.389,48.141687,11.51188,Laim,25,2012,exact,0.0
tile_r15_c11,23,12,7607.446,3037.709,341.302,48.144684,11.51188,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r15_c12,15,13,677.348,3809.897,46.842,48.147681,11.51188,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r15_c13,76,71,2564.595,17266.421,157.601,48.150678,11.51188,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r15_c14,60,54,3965.715,23199.84,201.017,48.153674,11.51188,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r15_c15,63,55,5996.514,24614.987,124.756,48.156671,11.51188,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r15_c16,56,44,9069.566,12964.392,308.515,48.159667,11.51188,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r15_c17,82,69,4070.393,20696.429,189.481,48.162663,11.51188,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r15_c18,69,56,6231.84,19844.233,419.258,48.165659,11.51188,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r15_c19,49,49,0.0,6942.479,0.0,48.168655,11.51188,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r15_c2,128,119,1751.8,19874.96,131.007,48.117704,11.51188,Sendling-Westpark,7,2012,exact,0.0
tile_r15_c20,168,160,2337.851,11275.013,164.692,48.17165,11.51188,Moosach,10,2012,exact,0.0
tile_r15_c21,100,88,5130.283,17357.7,138.891,48.174646,11.51188,Moosach,10,2012,exact,0.0
tile_r15_c22,51,45,4113.912,18211.413,79.888,48.177641,11.51188,Moosach,10,2012,exact,0.0
tile_r15_c23,39,37,4437.961,27867.87,242.819,48.180636,11.51188,Moosach,10,2012,exact,0.0
tile_r15_c24,114,106,3042.94,22812.328,338.776,48.183631,11.51188,Moosach,10,2012,exact,0.0
tile_r15_c25,61,53,3275.061,10313.559,165.656,48.186625,11.51188,Moosach,10,2012,exact,0.0
tile_r15_c26,0,0,0.0,0.0,0.0,48.188242,11.51188,Moosach,10,2012,exact,0.0
tile_r15_c3,51,46,554.285,10378.394,95.163,48.120702,11.51188,Sendling-Westpark,7,2012,exact,0.0
tile_r15_c4,7,6,50.287,376.777,1.382,48.123701,11.51188,Sendling-Westpark,7,2012,exact,0.0
tile_r15_c5,87,80,4077.522,18874.778,240.557,48.126699,11.51188,Sendling-Westpark,7,2012,exact,0.0
tile_r15_c6,110,100,4940.472,22978.647,227.67,48.129697,11.51188,Laim,25,2012,exact,0.0
tile_r15_c7,41,37,7155.588,18193.234,131.357,48.132695,11.51188,Laim,25,2012,exact,0.0
tile_r15_c8,41,39,2181.876,18850.674,11.157,48.135692,11.51188,Laim,25,2012,exact,0.0
tile_r15_c9,44,40,8693.902,20569.89,146.415,48.13869,11.51188,Laim,25,2012,exact,0.0
tile_r16_c0,75,68,4169.074,15433.434,47.651,48.111706,11.516372,Sendling-Westpark,7,2012,exact,0.0
tile_r16_c1,80,77,5367.745,21801.299,137.615,48.114705,11.516372,Sendling-Westpark,7,2012,exact,0.0
tile_r16_c10,28,22,13615.031,11153.895,283.45,48.141687,11.516372,Laim,25,2012,exact,0.0
tile_r16_c11,12,7,17502.056,6056.058,1302.639,48.144684,11.516372,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r16_c12,20,11,5444.473,5272.436,597.577,48.147681,11.516372,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r16_c13,105,101,2172.117,6588.609,685.102,48.150678,11.516372,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r16_c14,68,63,2495.577,17268.365,518.846,48.153674,11.516372,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r16_c15,100,91,3825.739,24659.517,194.09,48.156671,11.516372,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r16_c16,79,75,1558.187,19110.096,252.462,48.159667,11.516372,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r16_c17,71,62,3029.2,17501.196,173.137,48.162663,11.516372,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r16_c18,96,87,3111.933,20728.386,251.659,48.165659,11.516372,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r16_c19,69,62,2709.616,5672.826,96.79,48.168655,11.516372,Moosach,10,2012,exact,0.0
tile_r16_c2,62,54,10083.249,16974.829,662.807,48.117704,11.516372,Sendling-Westpark,7,2012,exact,0.0
tile_r16_c20,102,100,72.797,3138.28,47.222,48.17165,11.516372,Moosach,10,2012,exact,0.0
tile_r16_c21,20,16,9968.34,4534.376,267.909,48.174646,11.516372,Moosach,10,2012,exact,0.0
tile_r16_c22,37,34,2088.609,14392.586,328.992,48.177641,11.516372,Moosach,10,2012,exact,0.0
tile_r16_c23,71,61,5689.453,18448.387,581.641,48.180636,11.516372,Moosach,10,2012,exact,0.0
tile_r16_c24,95,89,2432.771,27552.105,122.72,48.183631,11.516372,Moosach,10,2012,exact,0.0
tile_r16_c25,63,52,5634.527,16806.923,209.033,48.186625,11.516372,Moosach,10,2012,exact,0.0
tile_r16_c26,0,0,0.0,0.0,0.0,48.188242,11.516372,Moosach,10,2012,exact,0.0
tile_r16_c3,56,50,1763.208,10509.585,88.251,48.120702,11.516372,Sendling-Westpark,7,2012,exact,0.0
tile_r16_c4,13,13,0.0,3658.584,0.0,48.123701,11.516372,Sendling-Westpark,7,2012,exact,0.0
tile_r16_c5,169,155,2804.987,16745.159,194.852,48.126699,11.516372,Sendling-Westpark,7,2012,exact,0.0
tile_r16_c6,108,97,4565.843,20559.328,217.466,48.129697,11.516372,Laim,25,2012,exact,0.0
tile_r16_c7,102,99,1209.332,12087.459,235.616,48.132695,11.516372,Laim,25,2012,exact,0.0
tile_r16_c8,54,51,3237.843,15374.55,116.039,48.135692,11.516372,Laim,25,2012,exact,0.0
tile_r16_c9,31,23,10136.149,21937.812,666.631,48.13869,11.516372,Laim,25,2012,exact,0.0
tile_r17_c0,74,65,6735.42,16989.377,103.81,48.111706,11.520864,Sendling-Westpark,7,2012,exact,0.0
tile_r17_c1,69,61,4800.238,20858.882,168.779,48.114705,11.520864,Sendling-Westpark,7,2012,exact,0.0
tile_r17_c10,19,11,24741.493,4692.666,1375.676,48.141687,11.520864,Laim,25,2012,exact,0.0
tile_r17_c11,10,8,2483.254,1131.213,193.969,48.144684,11.520864,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r17_c12,29,24,13326.879,12436.302,1023.802,48.147681,11.520864,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r17_c13,38,34,8970.363,12259.684,692.017,48.150678,11.520864,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r17_c14,71,67,2380.134,20405.049,153.656,48.153674,11.520864,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r17_c15,95,89,1737.286,18764.715,38.648,48.156671,11.520864,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r17_c16,75,69,1900.795,16434.203,62.001,48.159667,11.520864,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r17_c17,77,68,3267.372,19762.343,200.206,48.162663,11.520864,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r17_c18,165,154,5338.121,19656.948,260.894,48.165659,11.520864,Neuhausen-Nymphenburg,9,2012,exact,0.0
tile_r17_c19,63,57,1318.771,6277.495,67.286,48.168655,11.520864,Moosach,10,2012,exact,0.0
tile_r17_c2,109,100,6402.445,18992.587,588.888,48.117704,11.520864,Sendling-Westpark,7,2012,exact,0.0
tile_r17_c20,5,4,601.047,410.25,21.542,48.17165,11.520864,Moosach,10,2012,exact,0.0
tile_r17_c21,12,10,1638.129,4509.652,209.345,48.174646,11.520864,Moosach,10,2012,exact,0.0
tile_r17_c22,48,43,2064.229,15105.742,105.03,48.177641,11.520864,Moosach,10,2012,exact,0.0
tile_r17_c23,89,83,5869.527,27600.759,502.287,48.180636,11.520864,Moosach,10,2012,exact,0.0
tile_r17_c24,61,48,10823.445,17490.073,176.919,48.183631,11.520864,Moosach,10,2012,exact,0.0
tile_r17_c25,28,18,6932.219,10602.225,155.794,48.186625,11.520864,Moosach,10,2012,exact,0.0
tile_r17_c26,0,0,0.0,0.0,0.0,48.188242,11.520864,Moosach,10,2012,exact,0.0
tile_r17_c3,43,35,8181.308,14392.092,283.037,48.120702,11.520864,Sendling-Westpark,7,2012,exact,0.0
tile_r17_c4,10,9,2226.795,1563.939,29.023,48.123701,11.520864,Sendling-Westpark,7,2012,exact,0.0
tile_r17_c5,93,87,1238.305,9495.251,164.873,48.126699,11.520864,Sendling-Westpark,7,2012,exact,0.0
tile_r17_c6,162,158,3239.073,12147.025,328.957,48.129697,11.520864,Sendling-Westpark,7,2012,exact,0.0
